HYBAS_ID,Longitude,Latitude,Area_SqKm,DRP,TP,TN,NO3
3060242570,75.02612624,64.98188331,6436.2,12.00559189,112.7843904,237.6992293,666.5636507
3060228750,76.60521575,65.16651951,6131,12.00559189,84.95404848,237.6992293,557.0599904
3060228760,78.15362909,65.08431123,61549.7,15.80210753,37.55818945,146.0663484,347.7307786
3060246580,78.44474437,63.56434175,28794.6,22.34308704,175.1488162,924.0761824,439.7040722
3060246570,76.1163694,64.48392519,31050.8,12.22557645,147.5249405,368.6319803,1088.516551
3060263630,74.93866445,63.68824294,14787.1,25.61707124,94.8270334,544.7668223,436.7227395
3060263750,76.54033548,63.65057587,7265.5,16.26587739,112.0717323,255.2243671,268.1069015
3060213560,82.35525024,65.704978,96893.7,10.59745878,35.9547029,136.7790522,248.9835531
3060213570,84.31275389,66.47678161,19057.2,20.1159439,45.58783017,244.1379174,534.53095
3060221280,84.0378663,65.19450461,12288.9,51.76479236,122.5430832,705.2575907,394.3714799
3060221270,81.30590791,64.90987638,83445.4,24.7249847,183.3491761,1026.440811,1134.687728
3060276280,82.3968141,63.46144139,43539.1,40.2673176,225.7637609,1328.953548,521.8877829
3060276270,80.50280257,63.87867279,14520.4,24.41305318,214.2193787,899.4291618,394.1467116
3060283470,84.70039254,64.27941736,10353.7,35.49770569,131.5084755,654.5100877,254.8968029
3060283640,84.54340451,63.24892897,18686.4,38.5658236,164.3595027,1586.592703,268.4385516
3060143180,86.17484466,67.31268441,2429256,8.680339488,49.51141287,107.8103945,219.727535
3060193350,88.88450968,66.99696949,63503.8,10.81205292,40.03402694,139.2097273,1429.198302
3060193540,87.57529624,66.27567676,2349679.3,1.144004966,1.45540068,13.77188009,110.6653187
3060202590,86.16319979,65.69388251,13447.3,14.85885932,33.21650049,181.6838251,225.7082849
3060202600,88.09151146,66.14181323,2335248.3,3.322876086,8.775447281,61.7179116,417.4281441
3060216320,87.93014749,65.43953971,1875384.6,4.857254678,8.038403513,58.62788935,239.6106863
3060215990,89.28431706,66.01978167,456464.2,5.69967179,23.62614618,110.2227544,2109.142577
3060235540,88.92781065,64.86910354,7428.4,10.41889768,49.34947717,153.11989,848.8071536
